"doi_prefix","issn"
"10.2352","2166-9635"
"10.19206","2300-9896"
"10.7144","2185-4963"
"10.5172","1037-6178"
"10.4319","0024-3590"
"10.219","0735-6331"
"10.59797","0974-4460"
"10.2178","2223-9731"
"10.23736","0375-9393"
"10.1282","2317-1634"
"10.24018","2593-8339"
"10.58919","2988-0130"
"10.38124","2456-2165"
"10.3348","1229-6929"
"10.5575","0016-7630"
"10.5754","0172-6390"
"10.15332","2500-5375"
"10.16966","2470-0991"
"10.1639","0007-2745"
"10.29079","2313-4429"
"10.1269","0449-3060"
"10.35308","2502-0528"
"10.3151","2447-0864"
"10.33594","1015-8987"
"10.53808","2789-2697"
"10.24911","0256-4408"
"10.3685","2667-1204"
"10.23908","1229-022X"
"10.3784","2707-2746"
"10.22363","2312-833X"
"10.17287","1226-4997"
"10.25305","2663-9092"
"10.7234","2288-2103"
"10.18597","2463-0225"
"10.425","1975-4612"
"10.59724","2533-2627"
"10.32848","0135-2369"
"10.12806","1552-9045"
"10.26643","0971-1260"
"10.13083","2175-6813"
"10.5817","1803-845X"
"10.46609","2455-8834"
"10.7454","2406-9183"
"10.18371","2310-8770"
"10.30898","1684-1719"
"10.55221","2572-7478"
"10.4182","2155-9856"
"10.33096","2720-9156"
"10.54392","2582-662X"
"10.24077","2175-7437"
"10.15211","0201-7083"
"10.18705","2411-8524"
"10.23818","0213-8409"
"10.22454","0742-3225"
"10.574","1060-3271"
"10.3719","2450-5870"
"10.15453","0191-5096"
"10.18378","2674-7464"
"10.4044","0030-1558"
"10.30873","2621-0827"
"10.1345","1060-0280"
"10.30538","2616-8103"
"10.33286","2075-8693"
"10.5057","2433-5428"
"10.1758","0017-2278"
"10.2334","1343-4934"
"10.3982","1933-6837"
"10.36312","2656-6753"
"10.52831","2717-9540"
"10.33997","0116-6514"
"10.7445","2079-2883"
"10.31887","1958-5969"
"10.3373","2310-4678"
"10.5435","1067-151X"
"10.21723","1982-5587"
"10.7901","2169-3358"
"10.1597","1055-6656"
"10.1241","0021-7298"
"10.17352","2690-0807"
"10.31973","2706-9931"
"10.37622","0974-0260"
"10.18832","0023-5830"
"10.21105","2475-9066"
"10.52663","1226-7597"
"10.22256","1982-1263"
"10.7196","2078-5135"
"10.33383","2541-9935"
"10.15804","1643-6938"
"10.567","1042-8275"
"10.51453","2354-1431"
"10.33635","2675-7540"
"10.18572","2072-4179"
"10.59659","2959-9040"
"10.18469","2073-3909"
"10.31599","2775-9326"
"10.37558","1989-8568"
"10.37138","2588-204X"
"10.19045","2304-2478"
"10.29406","2355-1038"
"10.5948","0069-0813"
"10.15633","2391-6702"
"10.3889","1857-9655"
"10.12929","1754-646X"
"10.25157","2579-8359"
"10.24869","0353-5053"
"10.22458","2215-2466"
"10.33349","2340-7565"
"10.31064","1226-8577"
"10.3116","2595-4350"
"10.37831","2721-2548"
"10.17663","1229-6031"
"10.48051","2675-7257"
"10.25038","2406-1654"
"10.14411","0015-5683"
"10.14243","0919-4452"
"10.32503","2745-9519"
"10.18111","1728-9254"
"10.18372","2306-1472"
"10.5875","2223-9766"
"10.36315","2184-3414"
"10.7773","2395-9053"
"10.14739","2310-1210"
"10.34172","2322-5939"
"10.46782","1818-4510"
"10.9746","0453-4654"
"10.51967","2614-8374"
"10.29296","0236-3054"
"10.33263","2284-6808"
"10.7314","1513-7368"
"10.14684","2317-3173"
"10.22457","2349-0632"
"10.21024","2092-5638"
"10.1664","0028-7199"
"10.2491","1880-8808"
"10.24853","2580-2607"
"10.2995","0919-0945"
"10.3132","1479-1641"
"10.47391","0030-9982"
"10.19113","1308-6529"
"10.3344","2005-9159"
"10.32385","2182-5173"
"10.18683","2248-2997"
"10.31699","2618-0707"
"10.1331","1544-3191"
"10.24839","2164-9812"
"10.4066","1836-1935"
"10.24952","2406-9485"
"10.36044","2697-2913"
"10.13053","2007-9737"
"10.2329","0385-0110"
"10.28951","2764-5290"
"10.21827","0169-2801"
"10.34297","2642-1747"
"10.22266","2185-3118"
"10.777","0719-2789"
"10.4994","0910-7789"
"10.4078","2093-940X"
"10.35948","2532-9006"
"10.4471","2014-3567"
"10.59316","2753-4987"
"10.17268","2077-9917"
"10.18097","2618-7531"
"10.12785","1935-0090"
"10.31168","2618-8570"
"10.14256","0350-2465"
"10.2512","1880-5302"
"10.52034","2295-5739"
"10.30829","2528-021X"
"10.55095","0001-5415"
"10.1698","1738-8112"
"10.36113","2965-0887"
"10.22376","0975-6299"
"10.12803","2334-9670"
"10.3801","1817-4299"
"10.14505","2068-7729"
"10.17519","1225-0252"
"10.30827","2530-3716"
"10.21113","2365-8592"
"10.14695","1226-8593"
"10.14324","1475-1674"
"10.46726","2219-5254"
"10.23864","2526-2882"
"10.30605","2716-0009"
"10.47747","2746-1343"
"10.7317","0379-153X"
"10.2497","0532-8799"
"10.1678","0387-1533"
"10.17561","2340-9096"
"10.1806","2641-2470"
"10.33545","2663-3213"
"10.29337","2471-3864"
"10.2184","0387-0200"
"10.15302","2095-7513"
"10.15185","2054-9571"
"10.37985","2723-6390"
"10.7736","1225-9071"
"10.51441","1992-4852"
"10.33905","2548-088X"
"10.1676","1559-4491"
"10.15439","2300-5963"
"10.331","1366-5278"
"10.31148","1975-664X"
"10.2533","2673-2424"
"10.17349","2056-9785"
"10.2983","0730-8000"
"10.13057","2085-4722"
"10.23822","1764-1489"
"10.14429","0976-464X"
"10.22378","2308-152X"
"10.2648","2716-6678"
"10.58944","2223-6295"
"10.46719","1056-2176"
"10.5026","0022-135X"
"10.26681","2573-1378"
"10.14436","1676-6849"
"10.20414","2655-9714"
"10.1197","1069-6563"
"10.21763","1307-2048"
"10.21776","1411-6146"
"10.15673","2409-7004"
"10.21078","2512-6660"
"10.2319","0003-3219"
"10.26666","2289-7127"
"10.36871","2311-455X"
"10.1869","2463-7955"
"10.15274","2611-7487"
"10.17112","0373-9465"
"10.22314","2658-4859"
"10.5367","1354-8166"
"10.21275","2319-7064"
"10.55707","2670-5745"
"10.21323","2071-2499"
"10.15395","2338-6223"
"10.5543","1016-5169"
"10.24894","0081-6825"
"10.2979","8755-4178"
"10.36425","2658-6843"
"10.36001","2153-2648"
"10.20884","2597-9868"
"10.15829","1560-4071"
"10.20542","0131-2227"
"10.47475","1994-2796"
"10.51723","1980-5101"
"10.554","2178-3667"
"10.56947","2309-4966"
"10.52152","2184-3090"
"10.20998","2413-4295"
"10.31007","2306-5826"
"10.31543","2548-3854"
"10.55489","2229-6816"
"10.24269","2614-4409"
"10.3904","1226-3303"
"10.14719","2348-1900"
"10.42","1883-4086"
"10.33716","2564-6664"
"10.2475","0002-9599"
"10.17555","1598-298X"
"10.1665","1082-6467"
"10.4206","0304-8802"
"10.15761","2513-8677"
"10.33603","2541-4453"
"10.47712","2707-9651"
"10.501","1598-6365"
"10.312","2602-425X"
"10.1907","2377-1887"
"10.20906","2178-4949"
"10.14198","2171-861X"
"10.18488","2306-0646"
"10.2224","0301-2212"
"10.2665","2148-6646"
"10.3895","2179-5282"
"10.4026","1303-2860"
"10.3558","2621-5535"
"10.59122","2709-4596"
"10.36276","2685-8436"
"10.3202","1543-950X"
"10.15867","2373-275X"
"10.26719","1020-3397"
"10.22578","1681-6579"
"10.35362","1681-5653"
"10.54639","2828-8181"
"10.25281","0869-608X"
"10.4153","0008-414X"
"10.3596","2656-1034"
"10.51473","2675-9128"
"10.1566","1583-0691"
"10.35771","1738-4052"
"10.3153","2149-0473"
"10.31933","2528-5955"
"10.29284","2457-0370"
"10.11619","0065-4140"
"10.17531","1507-2711"
"10.33365","2615-224X"
"10.33134","2308-0914"
"10.30787","2549-7006"
"10.2111","1550-7424"
"10.15263","2950-9114"
"10.31388","2078-0877"
"10.22377","0973-8258"
"10.14433","2377-9217"
"10.15388","0204-2061"
"10.18388","1734-154X"
"10.4212","1920-2903"
"10.20953","1727-5784"
"10.35921","2317-4722"
"10.25148","2643-7759"
"10.7872","1290-0796"
"10.33975","2500-5782"
"10.53625","2798-2912"
"10.30755","1450-5444"
"10.51146","2675-9179"
"10.5535","2234-0645"
"10.59574","2986-710X"
"10.60131","2667-9973"
"10.15353","2562-0444"
"10.2353","0002-9440"
"10.31253","2581-1916"
"10.31365","2595-1769"
"10.20305","1229-6074"
"10.21468","2666-9366"
"10.51253","2411-8842"
"10.21769","2331-8325"
"10.37279","2414-4738"
"10.2087","2494-1271"
"10.31315","2775-3433"
"10.31512","2237-4450"
"10.1677","0022-0795"
"10.32041","2657-4691"
"10.26881","1230-6045"
"10.4775","2229-7723"
"10.30591","2614-056X"
"10.32604","1546-2226"
"10.20318","1989-4570"
"10.5391","1598-2645"
"10.6001","2424-4546"
"10.5556","2073-9826"
"10.36713","2455-3662"
"10.31319","2617-8389"
"10.593","1994-4683"
"10.22491","2316-4891"
"10.30899","2527-0001"
"10.20491","1309-0712"
"10.17517","1303-6610"
"10.24201","2448-6442"
"10.17299","1229-5965"
"10.20874","2071-0437"
"10.30722","1836-1803"
"10.18304","1984-6614"
"10.21067","2541-5808"
"10.324","2686-4215"
"10.15173","1918-6711"
"10.31028","2548-494X"
"10.5201","2105-1232"
"10.25186","1984-3909"
"10.24061","1993-5897"
"10.14426","2707-2991"
"10.7903","2073-9729"
"10.31849","2477-3255"
"10.15314","2147-5652"
"10.15562","2302-2914"
"10.35916","2684-740X"
"10.31145","1999-513X"
"10.1355","0129-797X"
"10.30774","1598-9011"
"10.32972","1785-6892"
"10.1641","0006-3568"
"10.15591","1392-1312"
"10.28945","2165-3151"
"10.3846","1648-0627"
"10.15632","1429-2955"
"10.1291","0916-9636"
"10.4143","1598-2998"
"10.2675","2522-7130"
"10.29244","2599-0802"
"10.38212","2224-6614"
"10.26456","1995-0152"
"10.20295","1815-588X"
"10.18218","1229-7542"
"10.21101","1802-6281"
"10.14427","2412-320X"
"10.5207","1229-4691"
"10.2974","1343-2826"
"10.23986","1795-1895"
"10.37905","2715-0887"
"10.13165","2029-2236"
"10.5023","0285-0370"
"10.52403","2249-9571"
"10.31004","2828-7886"
"10.2617","2079-8717"
"10.15744","2348-9782"
"10.14357","1992-2264"
"10.61186","2588-4778"
"10.36946","0869-7922"
"10.55613","2767-6951"
"10.21618","2233-1158"
"10.17329","1598-9836"
"10.32406","2595-3125"
"10.17398","0213-988X"
"10.35335","2721-9453"
"10.22331","2521-327X"
"10.3398","2454-7476"
"10.46991","2738-2664"
"10.609","0021-3551"
"10.18287","2712-8946"
"10.17227","2027-1034"
"10.1354","0300-9858"
"10.18046","2665-4814"
"10.31696","2072-8271"
"10.14307","1082-1651"
"10.4239","1948-9358"
"10.47284","2359-2419"
"10.2131","0388-1350"
"10.31925","0014-8237"
"10.22515","2745-3855"
"10.5923","2168-4936"
"10.26389","2522-3321"
"10.5752","1809-6182"
"10.36829","2224-9958"
"10.51737","2766-4775"
"10.26583","2304-487X"
"10.3384","0282-9800"
"10.55997","0115-9577"
"10.26891","1978-662X"
"10.33394","2442-7667"
"10.56801","2383-9201"
"10.5586","2083-9480"
"10.24022","0236-2791"
"10.17315","1229-070X"
"10.46869","2707-6776"
"10.25207","2541-9544"
"10.12998","2307-8960"
"10.20314","0004-9697"
"10.31602","2502-7433"
"10.24002","1411-6618"
"10.32689","2617-2224"
"10.17826","0250-5150"
"10.21146","0042-8744"
"10.5981","1349-5747"
"10.21153","1835-9264"
"10.31452","2631-5661"
"10.4144","1883-9142"
"10.30935","1986-3497"
"10.47276","2162-8807"
"10.4661","2582-8851"
"10.25058","2011-2742"
"10.20959","2277-7105"
"10.52641","2448-0916"
"10.18806","1925-8917"
"10.22257","1229-067X"
"10.5373","2550-696X"
"10.20886","2355-7079"
"10.3264","2595-1521"
"10.6109","2234-4772"
"10.5918","1880-1153"
"10.28925","2414-0325"
"10.33619","2414-2948"
"10.4665","2715-9140"
"10.33709","2602-3377"
"10.35508","2685-2314"
"10.31494","2412-9208"
"10.14778","2150-8097"
"10.5673","1846-5226"
"10.20948","2704-4963"
"10.52912","2765-7469"
"10.15372","0869-8538"
"10.30762","2503-1694"
"10.4157","2185-1719"
"10.52971","1829-4316"
"10.18553","2376-0540"
"10.5674","0289-2405"
"10.31763","2775-2658"
"10.15589","2311-3405"
"10.18753","2297-8224"
"10.21559","1226-8682"
"10.34076","2071-3797"
"10.51773","2774-6178"
"10.17184","2425-617X"
"10.46799","2980-4841"
"10.551","2218-6867"
"10.24297","2321-807X"
"10.51745","2588-1582"
"10.15844","2166-6482"
"10.32699","2623-2588"
"10.21515","1990-4665"
"10.57054","0851-7592"
"10.35603","2682-9959"
"10.34049","0324-1130"
"10.21509","1229-6988"
"10.17295","1302-7956"
"10.33364","2302-7339"
"10.31793","2524-0439"
"10.28948","2564-6605"
"10.3392","2074-9600"
"10.4655","2675-908X"
"10.30595","2808-7046"
"10.2739","0023-5679"
"10.59562","2809-4492"
"10.14512","1430-8800"
"10.26483","0976-5697"
"10.5799","2146-3158"
"10.26794","2587-5671"
"10.52348","2712-8873"
"10.5751","1708-3087"
"10.18524","2518-7627"
"10.18364","2317-4153"
"10.25074","2452-4727"
"10.1576","2375-7833"
"10.30598","2746-184X"
"10.15674","2518-1882"
"10.31636","2519-2752"
"10.32839","2304-5809"
"10.5215","1544-6360"
"10.37661","2617-6963"
"10.18678","1307-671X"
"10.13075","0465-5893"
"10.21184","1976-6211"
"10.35326","2684-9054"
"10.3383","1971-3460"
"10.33068","2622-5611"
"10.37897","1220-5478"
"10.7726","2162-9927"
"10.54218","1124-1004"
"10.31","2775-409X"
"10.18521","1309-3878"
"10.3322","0007-9235"
"10.5347","0185-6383"
"10.1829","2082-8578"
"10.562","2671-9525"
"10.32382","2622-0148"
"10.51979","1229-358X"
"10.32353","2709-1007"
"10.15709","1226-072X"
"10.21686","2587-9251"
"10.26714","2503-328X"
"10.26811","2443-2067"
"10.24394","1587-1908"
"10.56344","2675-4398"
"10.59957","1314-7978"
"10.30994","2614-350X"
"10.577","1925-8348"
"10.7358","2611-7207"
"10.4801","1999-5911"
"10.4273","0975-3540"
"10.18272","1390-8901"
"10.53693","2730-4957"
"10.7305","0005-1144"
"10.16995","1918-3666"
"10.21931","1390-9347"
"10.37882","2223-2974"
"10.11637","1225-150X"
"10.46324","1314-3700"
"10.15326","2372-952X"
"10.14317","1598-5857"
"10.47836","1675-8544"
"10.30587","2621-8933"
"10.4782","2675-6218"
"10.3357","2375-6314"
"10.3898","0963-8253"
"10.18564","1460-7425"
"10.2146","2476-8863"
"10.35848","0021-4922"
"10.31367","2079-8733"
"10.20525","2147-4478"
"10.17961","2384-0137"
"10.12992","2147-8872"
"10.30653","2540-8747"
"10.62179","2770-3649"
"10.32405","2218-7650"
"10.53458","2750-4662"
"10.24326","1644-0692"
"10.1723","1794-9165"
"10.14301","1757-9597"
"10.3701","2746-9417"
"10.19068","1229-2249"
"10.21746","2278-778X"
"10.2957","0451-4203"
"10.22143","2093-8721"
"10.21497","2458-908X"
"10.5014","0272-9490"
"10.58915","2289-1323"
"10.24246","2579-5651"
"10.1512","0022-2518"
"10.17052","1226-895X"
"10.3808","2663-6859"
"10.1757","2413-9467"
"10.5742","1837-9052"
"10.56338","2597-6052"
"10.47972","0866-7551"
"10.4292","2150-5349"
"10.162","0040-8727"
"10.4756","2686-5297"
"10.32474","2690-5752"
"10.32347","2410-2547"
"10.53942","2789-2727"
"10.47134","3026-7390"
"10.31392","2311-5491"
"10.31832","2146-409X"
"10.33063","1892-0950"
"10.36849","1545-9616"
"10.25025","2145-8987"
"10.14738","2054-7404"
"10.18775","1849-5664"
"10.1507","0918-8959"
"10.52022","2684-950X"
"10.1711","0301-7001"
"10.58351","2949-2041"
"10.32479","2146-4553"
"10.3916","1134-3478"
"10.21055","2658-719X"
"10.24066","1229-1188"
"10.54797","2001-094X"
"10.17068","1229-9286"
"10.11144","2011-2777"
"10.19145","2146-3301"
"10.30869","2655-0253"
"10.37859","2809-3917"
"10.36922","2661-4332"
"10.22147","2229-3531"
"10.54279","2774-0064"
"10.23971","2830-6805"
"10.1198","0003-1305"
"10.2521","0910-6758"
"10.29138","2549-449X"
"10.17111","1586-930X"
"10.59057","2007-5316"
"10.30759","1728-9718"
"10.30655","2602-3644"
"10.52369","2791-8653"
"10.52412","0027-4801"
"10.46284","2453-9759"
"10.5853","1545-4428"
"10.32696","2809-557X"
"10.29407","2722-1490"
"10.2043","0041-3011"
"10.21747","0871-1658"
"10.32637","2598-3970"
"10.34078","1814-0998"
"10.1505","1465-5489"
"10.32598","2251-8894"
"10.31129","2323-7112"
"10.35381","2739-0039"
"10.17707","0554-5579"
"10.3412","1882-4110"
"10.1262","0916-8818"
"10.36808","2321-094X"
"10.21143","2503-1465"
"10.7906","1334-4684"
"10.17079","2384-1877"
"10.3361","2357-6189"
"10.52013","2658-5197"
"10.9728","1598-2009"
"10.36345","1226-6132"
"10.2309","1083-0081"
"10.15826","2587-9936"
"10.26877","2654-3508"
"10.18633","1665-1456"
"10.18211","1229-5086"
"10.2047","1804-2724"
"10.275","0912-9731"
"10.1358","0377-8282"
"10.5768","1002-2082"
"10.25283","2587-9707"
"10.1901","0021-8855"
"10.2109","0914-5400"
"10.7712","2623-3347"
"10.1918","2447-8180"
"10.55463","1021-3619"
"10.15845","2387-2306"
"10.2222","0042-6857"
"10.3063","2685-3922"
"10.55401","2615-9015"
"10.18332","2459-3087"
"10.22158","2690-3636"
"10.35752","1991-2927"
"10.9722","1598-8333"
"10.17485","0974-5645"
"10.18466","1305-1385"
"10.35246","2663-581X"
"10.4753","2722-5658"
"10.32744","2307-2334"
"10.33223","1429-6675"
"10.26508","2575-1077"
"10.29013","2414-2344"
"10.37217","2459-1912"
"10.14687","2458-9489"
"10.22587","1995-0772"
"10.1841","2349-2562"
"10.18352","1875-0281"
"10.314","2336-5757"
"10.7126","2146-2852"
"10.21829","2683-2712"
"10.5665","1550-9109"
"10.1748","0377-9556"
"10.53053","2770-0976"
"10.37876","2715-050X"
"10.25807","2222-4378"
"10.47583","0976-044X"
"10.14507","1068-2341"
"10.24885","1982-1999"
"10.36686","2582-3353"
"10.1809","2454-5767"
"10.3736","0717-7917"
"10.5808","1598-866X"
"10.18867","2395-8251"
"10.16975","1598-6403"
"10.32927","2657-3571"
"10.21161","2231-7538"
"10.22207","0973-7510"
"10.25135","1307-6175"
"10.36948","2582-2160"
"10.26808","2249-9954"
"10.36778","2599-3410"
"10.46451","2708-9517"
"10.20529","0974-8466"
"10.32345","2664-4738"
"10.1783","2296-763X"
"10.17392","1840-0132"
"10.21592","1976-4383"
"10.31823","1849-014X"
"10.2115","0037-9875"
"10.3074","2614-3518"
"10.24972","1321-0122"
"10.4009","1883-082X"
"10.3186","1882-0484"
"10.20873","2179-4804"
"10.5946","2234-2400"
"10.4061","2090-3537"
"10.3802","2005-0380"
"10.33692","2147-2610"
"10.5664","1550-9389"
"10.14233","0975-427X"
"10.46487","1225-0716"
"10.34024","1981-1764"
"10.1667","0033-7587"
"10.36478","1816-949X"
"10.33458","1304-7310"
"10.15765","2805-587X"
"10.51914","2764-5541"
"10.4074","2113-5207"
"10.33629","1301-1308"
"10.1827","2346-2000"
"10.1693","2237-7662"
"10.21013","2455-2526"
"10.20961","2723-4223"
"10.35368","1598-9518"
"10.3397","0736-2935"
"10.3958","0147-1724"
"10.33345","1237-6051"
"10.51637","2687-4830"
"10.33012","2331-5954"
"10.47782","1015-1516"
"10.234","0001-5555"
"10.14394","1230-0330"
"10.30977","2219-5548"
"10.5811","2474-252X"
"10.15414","1338-5178"
"10.36352","2541-2647"
"10.24917","2449-903X"
"10.2535","0030-154X"
"10.2684","1738-1592"
"10.167","0022-1511"
"10.28919","2052-2541"
"10.3988","1738-6586"
"10.37491","2078-9165"
"10.56381","2550-2239"
"10.26751","2442-9902"
"10.11611","2148-029X"
"10.32446","0368-1025"
"10.46566","2225-1545"
"10.24319","2549-3841"
"10.32738","2221-6529"
"10.46833","2675-3898"
"10.32677","2349-6126"
"10.36263","2616-0501"
"10.35137","2579-7476"
"10.31263","1022-2588"
"10.14321","0147-1937"
"10.5886","2984-7079"
"10.3747","0896-8608"
"10.56346","2764-6203"
"10.35194","2774-4418"
"10.30919","2578-0611"
"10.31256","2516-502X"
"10.21711","2317-6636"
"10.7781","1226-363X"
"10.33192","2697-4436"
"10.58842","2695-8201"
"10.60079","2985-9859"
"10.18044","2367-6795"
"10.15352","1735-8787"
"10.33622","0869-7019"
"10.26466","2528-9527"
"10.37932","2716-3849"
"10.47519","2446-7154"
"10.16953","1308-0911"
"10.34231","1309-8810"
"10.5894","1646-8872"
"10.5703","2158-4044"
"10.3584","2631-5076"
"10.5428","1671-2838"
"10.7546","2218-0567"
"10.4006","0836-1398"
"10.5439","2780-8572"
"10.37598","2716-5094"
"10.37914","2184-3791"
"10.14488","1984-9354"
"10.30772","2411-7773"
"10.3986","2536-2615"
"10.30621","2564-7288"
"10.4664","1848-6304"
"10.5823","0386-7226"
"10.334","2005-3711"
"10.46392","1976-3212"
"10.17238","2227-6572"
"10.3626","2256-1536"
"10.5397","2288-8721"
"10.21822","2542-095X"
"10.17844","2354-886X"
"10.5606","1301-5680"
"10.6013","0914-7314"
"10.2614","2311-0104"
"10.5854","2964-9412"
"10.17958","1229-604X"
"10.36367","2184-7770"
"10.5933","1226-8496"
"10.37632","2074-1154"
"10.13141","0174-2345"
"10.17796","1053-4628"
"10.29408","2579-7484"
"10.14742","1449-5554"
"10.7178","2225-1219"
"10.21075","1229-8301"
"10.7336","2079-3715"
"10.125","1346-3969"
"10.7735","2508-5093"
"10.14244","1982-7199"
"10.5213","1598-186X"
"10.51821","1784-3227"
"10.56633","2747-2612"
"10.1261","1355-8382"
"10.14238","2338-476X"
"10.12966","2331-8244"
"10.18663","2149-8296"
"10.21285","2227-2917"
"10.38197","2072-2060"
"10.47525","2619-9475"
"10.20622","2433-006X"
"10.5558","0015-7546"
"10.1189","0741-5400"
"10.32932","0871-9721"
"10.3629","1213-807X"
"10.25054","2389-9298"
"10.5357","0300-9149"
"10.20899","2381-3717"
"10.3393","2093-7822"
"10.2662","2590-8219"
"10.30794","1308-2922"
"10.784","1226-4717"
"10.32014","1991-3494"
"10.32902","2709-0957"
"10.34293","2582-1334"
"10.509","2765-1606"
"10.33636","2595-9840"
"10.2481","1683-1470"
"10.30548","2432-4477"
"10.29148","1983-5000"
"10.37076","2539-0856"
"10.3178","2233-9671"
"10.55959","2074-1588"
"10.20494","2631-1380"
"10.2145","2177-2754"
"10.32766","2605-1680"
"10.22246","1226-9174"
"10.32471","2410-2792"
"10.15866","2533-2244"
"10.15561","2664-9837"
"10.17658","2058-5462"
"10.7754","1433-6510"
"10.30748","2518-1580"
"10.53967","1918-5979"
"10.52223","2789-8075"
"10.6002","1304-0855"
"10.33998","2527-7340"
"10.17293","1226-668X"
"10.52103","2722-3124"
"10.3104","2222-8349"
"10.1379","1355-8145"
"10.26594","2528-6897"
"10.25122","1844-122X"
"10.26761","2455-104X"
"10.36519","1309-1484"
"10.31325","1738-415X"
"10.17742","1918-8439"
"10.31089","2618-8945"
"10.33275","1727-7485"
"10.5781","2466-2232"
"10.21606","2398-3132"
"10.2343","0016-7002"
"10.7318","1225-7060"
"10.15244","1230-1485"
"10.32535","2622-0989"
"10.2234","2466-1732"
"10.30978","2523-4277"
"10.37191","2582-7367"
"10.755","1870-3453"
"10.2961","1880-0688"
"10.13089","1598-3986"
"10.22","1935-3235"
"10.33141","2545-2622"
"10.12944","0973-4929"
"10.19137","0329-3807"
"10.52753","1809-7529"
"10.14202","2231-0916"
"10.36884","1735-3572"
"10.5431","1018-4171"
"10.3762","2190-4286"
"10.24844","0187-8298"
"10.59427","1578-8768"
"10.22173","1226-1920"
"10.17542","2064-4507"
"10.15687","1983-1579"
"10.31958","2580-2771"
"10.3319","1017-0839"
"10.21697","2544-7432"
"10.17993","2254-4143"
"10.1756","0016-3651"
"10.211","1527-1404"
"10.31456","1367-1936"
"10.36401","2688-8130"
"10.32466","2386-8732"
"10.12804","2145-4507"
"10.5304","2152-0801"
"10.35547","2309-9305"
"10.47808","2007-6940"
"10.20901","0032-3241"
"10.37814","2594-5068"
"10.5635","2234-6953"
"10.5039","1981-0997"
"10.22558","1229-201X"
"10.25225","2694-7684"
"10.52544","2642-7184"
"10.26737","2615-1707"
"10.3301","2035-8008"
"10.1837","2411-1295"
"10.26464","2096-3955"
"10.56793","2707-742X"
"10.24304","1226-6051"
"10.3951","0285-0885"
"10.36076","2150-1149"
"10.15749","1229-795X"
"10.32861","2412-6381"
"10.18318","0031-0514"
"10.54298","2722-7804"
"10.17059","2072-6414"
"10.15758","2092-6308"
"10.21796","1225-3944"
"10.37239","0869-4400"
"10.2188","1349-9092"
"10.28922","2312-7864"
"10.4004","1933-2866"
"10.15819","1598-1258"
"10.35945","2449-2612"
"10.5234","1987-7323"
"10.25233","2458-911X"
"10.56782","2080-1602"
"10.19184","2442-4935"
"10.15208","1804-0527"
"10.191","2460-7991"
"10.5659","1226-9093"
"10.21698","2457-8371"
"10.15745","1301-966X"
"10.29121","2277-9655"
"10.6008","2236-9600"
"10.33029","0042-8833"
"10.2242","2238-4391"
"10.55357","2745-8369"
"10.15365","2373-8170"
"10.26034","2813-1940"
"10.61461","2986-7177"
"10.26855","2575-7938"
"10.3849","1214-6463"
"10.24846","1220-1766"
"10.46401","2526-7280"
"10.19171","2667-6788"
"10.7897","2230-8407"
"10.1196","0077-8923"
"10.1909","2217-8546"
"10.5144","0256-4947"
"10.47266","2620-6013"
"10.1831","2358-8306"
"10.33076","1300-3089"
"10.4323","1221-8618"
"10.25008","2721-3056"
"10.37045","1787-064X"
"10.17814","0025-6552"
"10.25221","1026-051X"
"10.11607","0882-2786"
"10.5699","0306-2473"
"10.12985","1225-9705"
"10.37821","2582-3590"
"10.135","1461-4529"
"10.33111","2415-8518"
"10.22435","2338-3445"
"10.22586","1848-9109"
"10.22468","2508-707X"
"10.26866","2671-7255"
"10.3807","1225-6285"
"10.51249","2675-7451"
"10.1421","1983-9057"
"10.1526","2237-9223"
"10.37907","1655-1516"
"10.36921","2658-1132"
"10.3143","0300-9173"
"10.30693","2287-1322"
"10.51229","2757-6191"
"10.17797","2372-0395"
"10.31336","1229-0424"
"10.14222","1300-9052"
"10.32755","2616-9983"
"10.51348","2181-1083"
"10.4283","1598-5385"
"10.31605","2722-2705"
"10.5355","0971-765X"
"10.37294","2807-9426"
"10.5217","1598-9100"
"10.59058","2958-5945"
"10.7555","1674-8301"
"10.15605","0857-1074"
"10.56028","2790-167X"
"10.24988","1308-8505"
"10.47119","2708-3578"
"10.5687","2188-4730"
"10.21603","2078-8983"
"10.22342","2460-0245"
"10.37745","2053-406X"
"10.17056","1229-2117"
"10.17103","2386-4435"
"10.13052","2245-4578"
"10.17649","2062-9923"
"10.32515","2663-1636"
"10.21056","1516-3210"
"10.5617","1892-9842"
"10.32846","2306-9716"
"10.14744","1309-6915"
"10.18601","2346-2442"
"10.5312","2218-5836"
"10.2168","2447-7842"
"10.57214","2962-1569"
"10.25073","2615-9198"
"10.4636","0975-721X"
"10.2745","0913-5006"
"10.35352","0393-7143"
"10.54308","1303-6637"
"10.11","1537-744X"
"10.36783","1806-9657"
"10.21683","2500-3909"
"10.35366","1405-0625"
"10.24252","2597-6990"
"10.5206","2371-722X"
"10.17968","1229-781X"
"10.37868","2712-0562"
"10.138","2433-5835"
"10.7751","2200-4025"
"10.11301","1345-7942"
"10.36321","2521-8638"
"10.32339","2619-0753"
"10.2968","0096-3402"
"10.51393","2709-2135"
"10.15756","1226-6612"
"10.143","2073-8137"
"10.4062","2005-4483"
"10.21209","2227-9245"
"10.37456","1459-7780"
"10.3131","0559-8516"
"10.58608","2667-8195"
"10.26694","2238-7234"
"10.5089","1018-5941"
"10.31501","1981-9145"
